frame_id,angle,public,torque,speed,File
1.48e+18,-0.020943951,1,,,1479425444233201168.jpg
1.48e+18,-0.020943951,1,,,1479425444283138737.jpg
1.48e+18,-0.021907767,1,,,1479425444333229360.jpg
1.48e+18,-0.022689281,1,,,1479425444383185181.jpg
1.48e+18,-0.022689281,1,,,1479425444434593057.jpg
1.48e+18,-0.022689281,0,,,1479425444483190972.jpg
1.48e+18,-0.025360755,1,,,1479425444533172421.jpg
1.48e+18,-0.033215508,0,,,1479425444583259948.jpg
1.48e+18,-0.034906585,0,,,1479425444633286162.jpg
1.48e+18,-0.034906585,0,,,1479425444683294213.jpg
1.48e+18,-0.038429312,1,,,1479425444733253036.jpg
1.48e+18,-0.04188404,0,,,1479425444783291032.jpg
1.48e+18,-0.046245502,0,,,1479425444833288592.jpg
1.48e+18,-0.054088963,1,,,1479425444883283220.jpg
1.48e+18,-0.06367095,0,,,1479425444933328937.jpg
1.48e+18,-0.06981317,0,,,1479425444983260437.jpg
1.48e+18,-0.06981317,1,,,1479425445033271766.jpg
1.48e+18,-0.068067841,1,,,1479425445083281310.jpg
1.48e+18,-0.068067841,0,,,1479425445133336475.jpg
1.48e+18,-0.071280816,0,,,1479425445183328558.jpg
1.48e+18,-0.07849081,0,,,1479425445233404698.jpg
1.48e+18,-0.087202743,1,,,1479425445283448582.jpg
1.48e+18,-0.093330322,0,,,1479425445333367499.jpg
1.48e+18,-0.095936787,0,,,1479425445383326348.jpg
1.48e+18,-0.095993109,0,,,1479425445433499090.jpg
1.48e+18,-0.095993109,1,,,1479425445483382125.jpg
1.48e+18,-0.095993109,1,,,1479425445533489877.jpg
1.48e+18,-0.095993109,0,,,1479425445583437918.jpg
1.48e+18,-0.095993109,0,,,1479425445633423016.jpg
1.48e+18,-0.095993109,1,,,1479425445683329266.jpg
1.48e+18,-0.095993109,1,,,1479425445733403939.jpg
1.48e+18,-0.095993109,0,,,1479425445783307622.jpg
1.48e+18,-0.095993109,0,,,1479425445833353168.jpg
1.48e+18,-0.092616308,0,,,1479425445883484127.jpg
1.48e+18,-0.092502452,1,,,1479425445933390665.jpg
1.48e+18,-0.092502452,1,,,1479425445983503068.jpg
1.48e+18,-0.092502452,0,,,1479425446033440044.jpg
1.48e+18,-0.0909073,0,,,1479425446083426096.jpg
1.48e+18,-0.090757124,0,,,1479425446133410346.jpg
1.48e+18,-0.089011788,0,,,1479425446183468695.jpg
1.48e+18,-0.089011788,0,,,1479425446233463132.jpg
1.48e+18,-0.089011788,1,,,1479425446283447100.jpg
1.48e+18,-0.089011788,1,,,1479425446333431175.jpg
1.48e+18,-0.089011788,1,,,1479425446383424337.jpg
1.48e+18,-0.089011788,0,,,1479425446433457370.jpg
1.48e+18,-0.089011788,0,,,1479425446483371405.jpg
1.48e+18,-0.089011788,1,,,1479425446533500137.jpg
1.48e+18,-0.087487263,0,,,1479425446583477115.jpg
1.48e+18,-0.085521132,0,,,1479425446633522506.jpg
1.48e+18,-0.082253395,1,,,1479425446683589238.jpg
1.48e+18,-0.074871522,1,,,1479425446733573761.jpg
1.48e+18,-0.065051992,1,,,1479425446783611898.jpg
1.48e+18,-0.056347346,1,,,1479425446833546046.jpg
1.48e+18,-0.047645767,1,,,1479425446883533208.jpg
1.48e+18,-0.044162112,1,,,1479425446933547800.jpg
1.48e+18,-0.040407662,0,,,1479425446983608400.jpg
1.48e+18,-0.036054971,1,,,1479425447033578750.jpg
1.48e+18,-0.034906585,1,,,1479425447083596868.jpg
1.48e+18,-0.034906585,0,,,1479425447133467484.jpg
1.48e+18,-0.034906585,1,,,1479425447183549871.jpg
1.48e+18,-0.034906585,1,,,1479425447233486454.jpg
1.48e+18,-0.029968391,0,,,1479425447283725051.jpg
1.48e+18,-0.019817168,1,,,1479425447333693598.jpg
1.48e+18,-0.007949686,1,,,1479425447383620607.jpg
1.48e+18,0.00054049,1,,,1479425447433621760.jpg
1.48e+18,0.001745329,1,,,1479425447483674337.jpg
1.48e+18,0.001745329,0,,,1479425447533663020.jpg
1.48e+18,-0.003140423,1,,,1479425447583646955.jpg
1.48e+18,-0.005750096,0,,,1479425447633645468.jpg
1.48e+18,-0.006981317,0,,,1479425447683675176.jpg
1.48e+18,-0.007486742,1,,,1479425447733726775.jpg
1.48e+18,-0.011849915,1,,,1479425447783780269.jpg
1.48e+18,-0.018921689,1,,,1479425447833680291.jpg
1.48e+18,-0.03509313,0,,,1479425447883694922.jpg
1.48e+18,-0.049344745,0,,,1479425447933701813.jpg
1.48e+18,-0.050614547,0,,,1479425447983829975.jpg
1.48e+18,-0.048405619,0,,,1479425448033742629.jpg
1.48e+18,-0.042738444,1,,,1479425448083725825.jpg
1.48e+18,-0.035746819,0,,,1479425448133784412.jpg
1.48e+18,-0.026608228,1,,,1479425448183782273.jpg
1.48e+18,-0.023996907,0,,,1479425448233780330.jpg
1.48e+18,-0.022689281,0,,,1479425448283749801.jpg
1.48e+18,-0.022689281,1,,,1479425448333826064.jpg
1.48e+18,-0.022689281,0,,,1479425448383792183.jpg
1.48e+18,-0.022689281,1,,,1479425448433778649.jpg
1.48e+18,-0.024434609,0,,,1479425448483793143.jpg
1.48e+18,-0.024434609,1,,,1479425448533885890.jpg
1.48e+18,-0.024434609,0,,,1479425448583862227.jpg
1.48e+18,-0.024434609,1,,,1479425448633847925.jpg
1.48e+18,-0.024434609,0,,,1479425448683822662.jpg
1.48e+18,-0.024434609,0,,,1479425448733882312.jpg
1.48e+18,-0.024434609,0,,,1479425448783845387.jpg
1.48e+18,-0.024434609,0,,,1479425448833950015.jpg
1.48e+18,-0.024434609,0,,,1479425448883924440.jpg
1.48e+18,-0.024434609,1,,,1479425448933879663.jpg
1.48e+18,-0.023227467,0,,,1479425448983876216.jpg
1.48e+18,-0.022689281,1,,,1479425449034016614.jpg
1.48e+18,-0.022689281,1,,,1479425449083989539.jpg
1.48e+18,-0.022689281,1,,,1479425449134003281.jpg
1.48e+18,-0.020943951,1,,,1479425449183978806.jpg
1.48e+18,-0.020943951,1,,,1479425449233996144.jpg
1.48e+18,-0.020943951,1,,,1479425449283962329.jpg
1.48e+18,-0.019198623,1,,,1479425449333971165.jpg
1.48e+18,-0.019198623,1,,,1479425449383983954.jpg
1.48e+18,-0.019198623,1,,,1479425449434025534.jpg
1.48e+18,-0.019198623,1,,,1479425449483987552.jpg
1.48e+18,-0.019198623,0,,,1479425449534040093.jpg
1.48e+18,-0.019198623,0,,,1479425449584053959.jpg
1.48e+18,-0.019198623,0,,,1479425449634016171.jpg
1.48e+18,-0.019198623,0,,,1479425449684123260.jpg
1.48e+18,-0.019198623,0,,,1479425449734027001.jpg
1.48e+18,-0.019198623,0,,,1479425449784082050.jpg
1.48e+18,-0.017453292,0,,,1479425449834134569.jpg
1.48e+18,-0.014630658,0,,,1479425449884087282.jpg
1.48e+18,-0.006574604,1,,,1479425449934088214.jpg
1.48e+18,0.003897924,0,,,1479425449984134982.jpg
1.48e+18,0.014165094,0,,,1479425450034140940.jpg
1.48e+18,0.017453292,1,,,1479425450084078501.jpg
1.48e+18,0.017453292,1,,,1479425450134193600.jpg
1.48e+18,0.017453292,1,,,1479425450184172865.jpg
1.48e+18,0.017453292,1,,,1479425450234144378.jpg
1.48e+18,0.016413074,1,,,1479425450284149775.jpg
1.48e+18,0.015707964,0,,,1479425450334262000.jpg
1.48e+18,0.015707964,0,,,1479425450384178750.jpg
1.48e+18,0.015707964,1,,,1479425450434161961.jpg
1.48e+18,0.013962634,1,,,1479425450484147791.jpg
1.48e+18,0.015707964,0,,,1479425450534184818.jpg
1.48e+18,0.015707964,0,,,1479425450584162450.jpg
1.48e+18,0.013962634,0,,,1479425450634258305.jpg
1.48e+18,0.011228651,1,,,1479425450684227110.jpg
1.48e+18,0.010471975,0,,,1479425450734209984.jpg
1.48e+18,0.009496566,0,,,1479425450784248908.jpg
1.48e+18,0.006885559,1,,,1479425450834260421.jpg
1.48e+18,0.005235988,1,,,1479425450884230583.jpg
1.48e+18,0.005235988,1,,,1479425450934345661.jpg
1.48e+18,0.004285577,1,,,1479425450984309065.jpg
1.48e+18,0.001745329,0,,,1479425451034286630.jpg
1.48e+18,0.001745329,0,,,1479425451084317905.jpg
1.48e+18,0.001745329,1,,,1479425451134304083.jpg
1.48e+18,0.001745329,1,,,1479425451184289528.jpg
1.48e+18,0.001745329,0,,,1479425451234414501.jpg
1.48e+18,0.001745329,0,,,1479425451284350407.jpg
1.48e+18,0.001745329,0,,,1479425451334284259.jpg
1.48e+18,0.001745329,1,,,1479425451384384161.jpg
1.48e+18,0.001745329,0,,,1479425451434326964.jpg
1.48e+18,0.000863255,0,,,1479425451484368953.jpg
1.48e+18,-0.005257308,0,,,1479425451534399242.jpg
1.48e+18,-0.02007948,1,,,1479425451584434387.jpg
1.48e+18,-0.038346329,1,,,1479425451634350263.jpg
1.48e+18,-0.054068167,0,,,1479425451684382956.jpg
1.48e+18,-0.057595864,1,,,1479425451734356975.jpg
1.48e+18,-0.056754874,0,,,1479425451784399230.jpg
1.48e+18,-0.054156353,0,,,1479425451834383177.jpg
1.48e+18,-0.048964249,0,,,1479425451884425416.jpg
1.48e+18,-0.038543493,1,,,1479425451934441674.jpg
1.48e+18,-0.024692049,0,,,1479425451984403693.jpg
1.48e+18,-0.005585968,0,,,1479425452034457721.jpg
1.48e+18,0.016217482,1,,,1479425452084417312.jpg
1.48e+18,0.038095563,0,,,1479425452134520843.jpg
1.48e+18,0.052190136,1,,,1479425452184466002.jpg
1.48e+18,0.055850536,0,,,1479425452234335175.jpg
1.48e+18,0.049847774,0,,,1479425452284375611.jpg
1.48e+18,0.043832815,1,,,1479425452334564662.jpg
1.48e+18,0.038397245,1,,,1479425452384627152.jpg
1.48e+18,0.036651913,1,,,1479425452434545378.jpg
1.48e+18,0.038397245,0,,,1479425452484609213.jpg
1.48e+18,0.041750579,0,,,1479425452534553900.jpg
1.48e+18,0.042625338,1,,,1479425452584569515.jpg
1.48e+18,0.045378562,0,,,1479425452634553611.jpg
1.48e+18,0.044674762,0,,,1479425452684562980.jpg
1.48e+18,0.042059516,1,,,1479425452734636836.jpg
1.48e+18,0.041887902,0,,,1479425452784608361.jpg
1.48e+18,0.041887902,1,,,1479425452834609980.jpg
1.48e+18,0.037699309,1,,,1479425452884611953.jpg
1.48e+18,0.031599688,0,,,1479425452934601849.jpg
1.48e+18,0.028985868,0,,,1479425452984630588.jpg
1.48e+18,0.02462778,0,,,1479425453034674381.jpg
1.48e+18,0.018523682,1,,,1479425453084683167.jpg
1.48e+18,0.014167172,1,,,1479425453134711461.jpg
1.48e+18,0.013962634,0,,,1479425453184665706.jpg
1.48e+18,0.013962634,1,,,1479425453234723205.jpg
1.48e+18,0.007438749,0,,,1479425453284690109.jpg
1.48e+18,0.001977,0,,,1479425453334712197.jpg
1.48e+18,-0.000630311,1,,,1479425453384695179.jpg
1.48e+18,-0.003490658,0,,,1479425453434771997.jpg
1.48e+18,-0.008218154,0,,,1479425453484719139.jpg
1.48e+18,-0.013714928,1,,,1479425453534887926.jpg
1.48e+18,-0.018060701,0,,,1479425453584746259.jpg
1.48e+18,-0.022415093,1,,,1479425453634743110.jpg
1.48e+18,-0.02852147,0,,,1479425453684792122.jpg
1.48e+18,-0.036084882,0,,,1479425453734799602.jpg
1.48e+18,-0.042467663,0,,,1479425453784765115.jpg
1.48e+18,-0.04712389,0,,,1479425453834837075.jpg
1.48e+18,-0.052359879,1,,,1479425453884781104.jpg
1.48e+18,-0.055541725,0,,,1479425453934842652.jpg
1.48e+18,-0.055850536,1,,,1479425453984831513.jpg
1.48e+18,-0.055850536,1,,,1479425454034831660.jpg
1.48e+18,-0.055850536,1,,,1479425454084836219.jpg
1.48e+18,-0.055850536,1,,,1479425454134878742.jpg
1.48e+18,-0.054105207,1,,,1479425454184883542.jpg
1.48e+18,-0.054105207,0,,,1479425454234889377.jpg
1.48e+18,-0.052359879,1,,,1479425454284867819.jpg
1.48e+18,-0.041596773,0,,,1479425454334887035.jpg
1.48e+18,-0.025892299,1,,,1479425454384960133.jpg
1.48e+18,-0.007143054,0,,,1479425454434866999.jpg
1.48e+18,0.010670412,1,,,1479425454484877099.jpg
1.48e+18,0.020556732,1,,,1479425454534965755.jpg
1.48e+18,0.020467849,0,,,1479425454584960425.jpg
1.48e+18,0.013022525,0,,,1479425454634985147.jpg
1.48e+18,-0.001386164,1,,,1479425454684962544.jpg
1.48e+18,-0.016207349,1,,,1479425454734974049.jpg
1.48e+18,-0.030571573,1,,,1479425454784969623.jpg
1.48e+18,-0.034906585,1,,,1479425454834992068.jpg
1.48e+18,-0.034906585,0,,,1479425454885024662.jpg
1.48e+18,-0.031859894,0,,,1479425454935000744.jpg
1.48e+18,-0.030095635,1,,,1479425454985024030.jpg
1.48e+18,-0.031415928,0,,,1479425455034974159.jpg
1.48e+18,-0.033566916,1,,,1479425455084988816.jpg
1.48e+18,-0.034906585,0,,,1479425455135196249.jpg
1.48e+18,-0.034906585,0,,,1479425455185043601.jpg
1.48e+18,-0.036166879,0,,,1479425455235022567.jpg
1.48e+18,-0.038779855,1,,,1479425455285050614.jpg
1.48e+18,-0.043141317,0,,,1479425455335094080.jpg
1.48e+18,-0.045378562,0,,,1479425455385076496.jpg
1.48e+18,-0.045378562,1,,,1479425455435061538.jpg
1.48e+18,-0.04712389,1,,,1479425455485082736.jpg
1.48e+18,-0.04712389,0,,,1479425455535127618.jpg
1.48e+18,-0.04712389,0,,,1479425455585094908.jpg
1.48e+18,-0.04712389,0,,,1479425455635124585.jpg
1.48e+18,-0.04712389,1,,,1479425455685131513.jpg
1.48e+18,-0.04712389,1,,,1479425455735105758.jpg
1.48e+18,-0.04712389,1,,,1479425455785133934.jpg
1.48e+18,-0.04712389,1,,,1479425455835194894.jpg
1.48e+18,-0.04712389,0,,,1479425455885189938.jpg
1.48e+18,-0.04712389,0,,,1479425455935224714.jpg
1.48e+18,-0.04712389,0,,,1479425455985211822.jpg
1.48e+18,-0.04712389,0,,,1479425456035194304.jpg
1.48e+18,-0.04712389,0,,,1479425456085192347.jpg
1.48e+18,-0.04712389,1,,,1479425456135205196.jpg
1.48e+18,-0.04712389,0,,,1479425456185239597.jpg
1.48e+18,-0.04712389,1,,,1479425456235223757.jpg
1.48e+18,-0.04712389,0,,,1479425456285289737.jpg
1.48e+18,-0.04712389,1,,,1479425456335235126.jpg
1.48e+18,-0.045378562,0,,,1479425456385302974.jpg
1.48e+18,-0.042529027,0,,,1479425456435270061.jpg
1.48e+18,-0.037944923,1,,,1479425456485283777.jpg
1.48e+18,-0.028170316,1,,,1479425456535173529.jpg
1.48e+18,-0.013211137,1,,,1479425456585276789.jpg
1.48e+18,0.001591523,0,,,1479425456635797438.jpg
1.48e+18,0.017855694,0,,,1479425456685307525.jpg
1.48e+18,0.027242272,0,,,1479425456735295991.jpg
1.48e+18,0.029839447,0,,,1479425456785300349.jpg
1.48e+18,0.031415928,0,,,1479425456835252850.jpg
1.48e+18,0.029523456,0,,,1479425456885298305.jpg
1.48e+18,0.025139901,0,,,1479425456935439781.jpg
1.48e+18,0.02080221,0,,,1479425456985195670.jpg
1.48e+18,0.019198623,1,,,1479425457035293970.jpg
1.48e+18,0.019198623,0,,,1479425457085310967.jpg
1.48e+18,0.017453292,1,,,1479425457135319871.jpg
1.48e+18,0.017453292,1,,,1479425457185327174.jpg
1.48e+18,0.017453292,1,,,1479425457235454552.jpg
1.48e+18,0.017339177,1,,,1479425457285396179.jpg
1.48e+18,0.015707964,1,,,1479425457335680191.jpg
1.48e+18,0.015707964,0,,,1479425457385403889.jpg
1.48e+18,0.015707964,1,,,1479425457435365862.jpg
1.48e+18,0.013869031,0,,,1479425457485440946.jpg
1.48e+18,0.007769524,1,,,1479425457535450517.jpg
1.48e+18,0.001594276,0,,,1479425457585440122.jpg
1.48e+18,-0.008068715,1,,,1479425457635453799.jpg
1.48e+18,-0.023033751,0,,,1479425457685490309.jpg
1.48e+18,-0.044800113,0,,,1479425457735463426.jpg
1.48e+18,-0.064781004,0,,,1479425457785461222.jpg
1.48e+18,-0.075049154,0,,,1479425457835461298.jpg
1.48e+18,-0.073268243,0,,,1479425457885465463.jpg
1.48e+18,-0.063620496,1,,,1479425457935443994.jpg
1.48e+18,-0.046938132,1,,,1479425457985574404.jpg
1.48e+18,-0.022567911,1,,,1479425458035516248.jpg
1.48e+18,2.56e-05,1,,,1479425458085493111.jpg
1.48e+18,0.012362965,1,,,1479425458136360647.jpg
1.48e+18,0.019192971,1,,,1479425458185513500.jpg
1.48e+18,0.020943951,0,,,1479425458235501711.jpg
1.48e+18,0.019213708,1,,,1479425458285570854.jpg
1.48e+18,0.018345923,0,,,1479425458335571469.jpg
1.48e+18,0.017453292,1,,,1479425458385563406.jpg
1.48e+18,0.017453292,1,,,1479425458435515237.jpg
1.48e+18,0.017453292,0,,,1479425458485591816.jpg
1.48e+18,0.019198623,0,,,1479425458535558462.jpg
1.48e+18,0.02089177,1,,,1479425458585637408.jpg
1.48e+18,0.02175647,0,,,1479425458635623430.jpg
1.48e+18,0.024364744,0,,,1479425458685606031.jpg
1.48e+18,0.033799811,1,,,1479425458735633876.jpg
1.48e+18,0.050300759,0,,,1479425458785721635.jpg
1.48e+18,0.069630913,1,,,1479425458835615526.jpg
1.48e+18,0.078446586,0,,,1479425458885675290.jpg
1.48e+18,0.080285147,0,,,1479425458935565509.jpg
1.48e+18,0.080285147,1,,,1479425458985707633.jpg
1.48e+18,0.096334262,0,,,1479425459035786213.jpg
1.48e+18,0.134909679,0,,,1479425459085797381.jpg
1.48e+18,0.172065925,0,,,1479425459135788300.jpg
1.48e+18,0.194972386,0,,,1479425459185786240.jpg
1.48e+18,0.20071286,1,,,1479425459235825132.jpg
1.48e+18,0.197361766,1,,,1479425459285815544.jpg
1.48e+18,0.188070988,0,,,1479425459335818316.jpg
1.48e+18,0.185004905,0,,,1479425459385787916.jpg
1.48e+18,0.193069436,1,,,1479425459435785050.jpg
1.48e+18,0.215366273,0,,,1479425459485754631.jpg
1.48e+18,0.2376977,0,,,1479425459535766306.jpg
1.48e+18,0.244346097,1,,,1479425459585771912.jpg
1.48e+18,0.241123556,0,,,1479425459636465071.jpg
1.48e+18,0.229227684,1,,,1479425459685848966.jpg
1.48e+18,0.217493223,0,,,1479425459735915311.jpg
1.48e+18,0.214675501,0,,,1479425459786004828.jpg
1.48e+18,0.214675501,0,,,1479425459835837416.jpg
1.48e+18,0.214675501,1,,,1479425459885872479.jpg
1.48e+18,0.214044541,1,,,1479425459935836098.jpg
1.48e+18,0.209676809,0,,,1479425459985895144.jpg
1.48e+18,0.209439516,1,,,1479425460035898639.jpg
1.48e+18,0.209439516,1,,,1479425460085913121.jpg
1.48e+18,0.211801835,1,,,1479425460135915916.jpg
1.48e+18,0.217637429,1,,,1479425460185897187.jpg
1.48e+18,0.228086914,1,,,1479425460235891152.jpg
1.48e+18,0.238546818,1,,,1479425460285874473.jpg
1.48e+18,0.242600769,1,,,1479425460335911555.jpg
1.48e+18,0.244054889,0,,,1479425460385924823.jpg
1.48e+18,0.244346097,1,,,1479425460435939785.jpg
1.48e+18,0.242600769,1,,,1479425460485916173.jpg
1.48e+18,0.24085544,0,,,1479425460535995187.jpg
1.48e+18,0.24085544,1,,,1479425460585919323.jpg
1.48e+18,0.24085544,1,,,1479425460636021329.jpg
1.48e+18,0.24085544,1,,,1479425460686012382.jpg
1.48e+18,0.24085544,1,,,1479425460735978366.jpg
1.48e+18,0.24085544,1,,,1479425460786022659.jpg
1.48e+18,0.24085544,0,,,1479425460836126575.jpg
1.48e+18,0.24085544,1,,,1479425460886062982.jpg
1.48e+18,0.24085544,1,,,1479425460936039201.jpg
1.48e+18,0.24085544,0,,,1479425460986067216.jpg
1.48e+18,0.24085544,0,,,1479425461036044239.jpg
1.48e+18,0.24085544,1,,,1479425461086025165.jpg
1.48e+18,0.24085544,1,,,1479425461136092742.jpg
1.48e+18,0.24085544,0,,,1479425461186041375.jpg
1.48e+18,0.24085544,0,,,1479425461236058072.jpg
1.48e+18,0.24085544,1,,,1479425461286099435.jpg
1.48e+18,0.24085544,0,,,1479425461336139116.jpg
1.48e+18,0.242180897,1,,,1479425461386151397.jpg
1.48e+18,0.250023725,1,,,1479425461436092381.jpg
1.48e+18,0.260484687,1,,,1479425461486115901.jpg
1.48e+18,0.270056943,0,,,1479425461536098853.jpg
1.48e+18,0.277053557,0,,,1479425461586114145.jpg
1.48e+18,0.281844773,1,,,1479425461636214238.jpg
1.48e+18,0.293586816,0,,,1479425461686225785.jpg
1.48e+18,0.304485005,1,,,1479425461736150276.jpg
1.48e+18,0.314456296,0,,,1479425461786111572.jpg
1.48e+18,0.323246758,0,,,1479425461836053567.jpg
1.48e+18,0.324631244,0,,,1479425461886149455.jpg
1.48e+18,0.322510055,0,,,1479425461936239444.jpg
1.48e+18,0.318150034,0,,,1479425461986247230.jpg
1.48e+18,0.317649931,0,,,1479425462036292389.jpg
1.48e+18,0.317649931,0,,,1479425462086339659.jpg
1.48e+18,0.315540837,0,,,1479425462136375243.jpg
1.48e+18,0.30702234,1,,,1479425462186258632.jpg
1.48e+18,0.289775428,1,,,1479425462236287595.jpg
1.48e+18,0.263854647,0,,,1479425462286259544.jpg
1.48e+18,0.235121573,1,,,1479425462336263555.jpg
1.48e+18,0.204566672,0,,,1479425462386336544.jpg
1.48e+18,0.175791072,0,,,1479425462436366156.jpg
1.48e+18,0.145334731,1,,,1479425462486333565.jpg
1.48e+18,0.115121542,1,,,1479425462536357592.jpg
1.48e+18,0.087198791,0,,,1479425462586437466.jpg
1.48e+18,0.06370704,0,,,1479425462636389990.jpg
1.48e+18,0.051793129,1,,,1479425462686412613.jpg
1.48e+18,0.050614547,1,,,1479425462736443337.jpg
1.48e+18,0.051752207,1,,,1479425462786339435.jpg
1.48e+18,0.052359879,0,,,1479425462836441371.jpg
1.48e+18,0.052359879,1,,,1479425462886374748.jpg
1.48e+18,0.05211384,0,,,1479425462936411672.jpg
1.48e+18,0.052359879,0,,,1479425462986389593.jpg
1.48e+18,0.052359879,0,,,1479425463036419577.jpg
1.48e+18,0.050614547,1,,,1479425463086398960.jpg
1.48e+18,0.046705941,1,,,1479425463136517686.jpg
1.48e+18,0.039718295,0,,,1479425463186442372.jpg
1.48e+18,0.032738699,1,,,1479425463236508913.jpg
1.48e+18,0.02685128,0,,,1479425463286463571.jpg
1.48e+18,0.02617994,0,,,1479425463336416846.jpg
1.48e+18,0.02617994,0,,,1479425463386544935.jpg
1.48e+18,0.02617994,0,,,1479425463436580362.jpg
1.48e+18,0.02617994,1,,,1479425463486542942.jpg
1.48e+18,0.024434609,1,,,1479425463536555320.jpg
1.48e+18,0.024434609,1,,,1479425463586548994.jpg
1.48e+18,0.024434609,1,,,1479425463636538475.jpg
1.48e+18,0.023415483,0,,,1479425463686540439.jpg
1.48e+18,0.022544909,0,,,1479425463736563501.jpg
1.48e+18,0.019938768,0,,,1479425463786541648.jpg
1.48e+18,0.011990712,1,,,1479425463836571234.jpg
1.48e+18,0.003264051,1,,,1479425463886551352.jpg
1.48e+18,-0.003733649,0,,,1479425463936636948.jpg
1.48e+18,-0.014192044,0,,,1479425463986676844.jpg
1.48e+18,-0.026278202,0,,,1479425464036541085.jpg
1.48e+18,-0.031601728,1,,,1479425464086638268.jpg
1.48e+18,-0.034906585,1,,,1479425464136608112.jpg
1.48e+18,-0.032207282,0,,,1479425464186611296.jpg
1.48e+18,-0.027853424,0,,,1479425464236603193.jpg
1.48e+18,-0.024434609,1,,,1479425464286627281.jpg
1.48e+18,-0.022689281,1,,,1479425464336639025.jpg
1.48e+18,-0.022689281,0,,,1479425464386624593.jpg
1.48e+18,-0.020897438,1,,,1479425464436634617.jpg
1.48e+18,-0.017368077,0,,,1479425464486686174.jpg
1.48e+18,-0.012178894,1,,,1479425464536723116.jpg
1.48e+18,-0.004337981,1,,,1479425464586654079.jpg
1.48e+18,0.003508118,0,,,1479425464636737631.jpg
1.48e+18,0.009610449,1,,,1479425464686718454.jpg
1.48e+18,0.013962634,1,,,1479425464736677121.jpg
